a,ə
necessary,ˈnɛsəˌsɛri
necessity,nəˈsɛsɪti
neck,nɛk
necklace,ˈnɛkləs
need,nid
needed,ˈnidɪd
needle,ˈnidəl
needs,nidz
negative,ˈnɛgətɪv
negotiation,nɪˌgoʊʃiˈeɪʃən
negotiations,nɪˌgoʊʃiˈeɪʃənz
neighbor,ˈneɪbər
neighborhood,ˈneɪbərˌhʊd
neighbors,ˈneɪbərz
neil,nil
neither,ˈniðər
nelson,ˈnɛlsən
neo,ˈnioʊ
neon,niɑn
nepal,nəˈpɔl
nerve,nərv
nervous,ˈnərvəs
nest,nɛst
nested,ˈnɛstɪd
net,nɛt
netherlands,ˈnɛðərləndz
netscape,ˈnɛtˌskeɪp
network,ˈnɛtˌwərk
networking,ˈnɛtˌwərkɪŋ
networks,ˈnɛtˌwərks
neural,ˈnʊrəl
neutral,ˈnutrəl
nevada,nəˈvɑdə
never,ˈnɛvər
nevertheless,ˌnɛvərðəˈlɛs
new,nu
newark,nuərk
newbie,ˈnuˌbi
newcastle,ˈnuˌkæsəl
newer,nuər
newest,nuəst
newfoundland,ˈnufəndlənd
newly,ˈnuli
newport,ˈnupɔrt
news,nuz
newscom,newscom*
newsletter,ˈnuzˌlɛtər
newsletters,ˈnuzˌlɛtərz
newspaper,ˈnuzˌpeɪpər
newspapers,ˈnuzˌpeɪpərz
newton,ˈnutən
next,nɛkst
nextel,ˈnɛkˌstɛl
nfl,ˈɛˌnɛˈfɛl
ng,ɪŋ
nh,nh*
nhl,nhl*
nhs,nhs*
ni,ni
niagara,naɪˈægrə
nicaragua,ˌnɪkərˈɑgwə
nice,nis
nicholas,ˈnɪkələs
nick,nɪk
nickel,ˈnɪkəl
nickname,ˈnɪkˌneɪm
nicole,nɪˈkoʊl
niger,ˈnaɪʤər
nigeria,naɪˈʤɪriə
night,naɪt
nightlife,ˈnaɪˌtlaɪf
nightmare,ˈnaɪtˌmɛr
nights,naɪts
nike,ˈnaɪki
nikon,ˈnaɪˌkɑn
nil,nɪl
nine,naɪn
nintendo,nɪnˈtɛndoʊ
nipple,ˈnɪpəl
nipples,ˈnɪpəlz
nirvana,nɪrˈvɑnə
nissan,ˈnisɑn
nitrogen,ˈnaɪtrəʤən
nj,nj*
nl,nl*
nm,nm*
nn,nn*
no,noʊ
noble,ˈnoʊbəl
nobody,ˈnoʊˌbɑˌdi
node,noʊd
nodes,noʊdz
noise,nɔɪz
nokia,ˈnoʊkiə
nominated,ˈnɑməˌneɪtəd
nomination,ˌnɑməˈneɪʃən
nominations,ˌnɑməˈneɪʃənz
non,nɑn
none,nən
nonprofit,nɑnˈprɑfət
noon,nun
nor,nɔr
norfolk,ˈnɔrfək
norm,nɔrm
normal,ˈnɔrməl
normally,ˈnɔrməli
norman,ˈnɔrmən
north,nɔrθ
northeast,ˌnɔrˈθist
northern,ˈnɔrðərn
northwest,ˌnɔrθˈwɛst
norton,ˈnɔrtən
norway,ˈnɔrˌweɪ
norwegian,ˌnɔrˈwiʤən
nos,nos*
nose,noʊz
not,nɑt
note,noʊt
notebook,ˈnoʊtˌbʊk
notebooks,ˈnoʊtˌbʊks
noted,ˈnoʊtɪd
notes,noʊts
nothing,ˈnəθɪŋ
notice,ˈnoʊtɪs
noticed,ˈnoʊtɪst
notices,ˈnoʊtɪsɪz
notification,ˌnoʊtəfəˈkeɪʃən
notifications,ˌnoʊtəfəˈkeɪʃənz
notified,ˈnoʊtəˌfaɪd
notify,ˈnoʊtəˌfaɪ
notion,ˈnoʊʃən
notre,ˈnoʊtər
nottingham,ˈnɑtɪŋˌhæm
nov,noʊv
nova,ˈnoʊvə
novel,ˈnɑvəl
novels,ˈnɑvəlz
novelty,ˈnɑvəlti
november,noʊˈvɛmbər
now,naʊ
nowhere,ˈnoʊˌwɛr
np,np*
nr,nr*
ns,ns*
nsw,nsw*
nt,nt*
ntsc,ntsc*
nu,nu
nuclear,ˈnukliər
nude,nud
nudist,ˈnudɪst
nudity,ˈnudɪti
nuke,nuk
null,nəl
number,ˈnəmbər
numbers,ˈnəmbərz
numeric,nuˈmɛrɪk
numerical,nuˈmɛrɪkəl
numerous,ˈnumərəs
nurse,nərs
nursery,ˈnərsəri
nurses,ˈnərsɪz
nursing,ˈnərsɪŋ
nut,nət
nutrition,nuˈtrɪʃən
nutritional,nuˈtrɪʃənəl
nuts,nəts
nutten,nutten*
nv,nv*
nvidia,nvidia*
nw,nw*
ny,ny*
nyc,nyc*
nylon,ˈnaɪˌlɑn
nz,nz*
o,oʊ
oak,oʊk
oakland,ˈoʊklənd
oaks,oʊks
oasis,oʊˈeɪsɪs
ob,ob*
obesity,əˈbisəti
obituaries,oʊˈbɪʧuˌɛriz
obj,obj*
object,ˈɑbʤɛkt
objective,əˈbʤɛktɪv
objectives,əˈbʤɛktɪvz
objects,ˈɑbʤɛkts
obligation,ˌɑbləˈgeɪʃən
obligations,ˌɑbləˈgeɪʃənz
observation,ˌɑbzərˈveɪʃən
observations,ˌɑbzərˈveɪʃənz
observe,əbˈzərv
observed,əbˈzərvd
observer,əbˈzərvər
obtain,əbˈteɪn
obtained,əbˈteɪnd
obtaining,əbˈteɪnɪŋ
obvious,ˈɑbviəs
obviously,ˈɑbviəsli
oc,oc*
occasion,əˈkeɪʒən
occasional,ɔˈkeɪʒənəl
occasionally,ɔˈkeɪʒənəˌli
occasions,ɔˈkeɪʒənz
occupation,ˌɑkjəˈpeɪʃən
occupational,ɑkjəˈpeɪʃənəl
occupations,ˌɑkjəˈpeɪʃənz
occupied,ˈɑkjəˌpaɪd
occur,əˈkər
occurred,əˈkərd
occurrence,əˈkərəns
occurring,əˈkərɪŋ
occurs,əˈkərz
ocean,ˈoʊʃən
oclc,oclc*
oct,ɔkt
october,ɑkˈtoʊbər
odd,ɑd
odds,ɑdz
oe,oe*
oecd,oecd*
oem,oem*
of,əv
off,ɔf
offense,əˈfɛns
offensive,əˈfɛnsɪv
offer,ˈɔfər
offered,ˈɔfərd
offering,ˈɔfərɪŋ
offerings,ˈɔfərɪŋz
offers,ˈɔfərz
office,ˈɔfəs
officer,ˈɔfɪsər
officers,ˈɔfɪsərz
offices,ˈɔfəsɪz
official,əˈfɪʃəl
officially,əˈfɪʃəli
officials,əˈfɪʃəlz
offline,ˈɔˌflaɪn
offset,ˈɔfˌsɛt
offshore,ˈɔfˈʃɔr
often,ˈɔfən
og,ɑg
oh,oʊ
ohio,oʊˈhaɪoʊ
oil,ɔɪl
oils,ɔɪlz
ok,ˈoʊˈkeɪ
okay,ˌoʊˈkeɪ
oklahoma,ˌoʊkləˈhoʊmə
ol,ol*
old,oʊld
older,ˈoʊldər
oldest,ˈoʊldəst
olive,ˈɑlɪv
oliver,ˈɑlɪvər
olympic,oʊˈlɪmpɪk
olympics,oʊˈlɪmpɪks
olympus,oʊˈlɪmpəs
om,om*
omaha,ˈoʊməˌhɑ
oman,oʊˈmɑn
omega,oʊˈmɛgə
omissions,oʊˈmɪʃənz
on,ɔn
once,wəns
one,wən
ones,wənz
ongoing,ˈɔnˌgoʊɪŋ
onion,ˈənjən
online,ˈɔnˌlaɪn
only,ˈoʊnli
ons,ɑnz
ontario,ɑnˈtɛrioʊ
onto,ˈɔntu
oo,oo*
ooo,ooo*
oops,ups
op,ɔp
open,ˈoʊpən
opened,ˈoʊpənd
opening,ˈoʊpənɪŋ
openings,ˈoʊpənɪŋz
opens,ˈoʊpənz
opera,ˈɑprə
operate,ˈɔpərˌeɪt
operated,ˈɑpərˌeɪtəd
operates,ˈɑpərˌeɪts
operating,ˈɔpərˌeɪtɪŋ
operation,ˌɑpərˈeɪʃən
operational,ˌɑpərˈeɪʃənəl
operations,ˌɑpərˈeɪʃənz
operator,ˈɑpərˌeɪtər
operators,ˈɔpərˌeɪtərz
opinion,əˈpɪnjən
opinions,əˈpɪnjənz
opponent,əˈpoʊnənt
opponents,əˈpoʊnənts
opportunities,ˌɑpərˈtunətiz
opportunity,ˌɑpərˈtunəti
opposed,əˈpoʊzd
opposite,ˈɑpəzɪt
opposition,ˌɑpəˈzɪʃən
opt,ɑpt
optical,ˈɑptɪkəl
optics,ˈɑptɪks
optimal,ˈɑptɪməl
optimization,ɑptɪmɪˈzeɪʃən
optimize,ˈɑptɪˌmaɪz
optimum,ˈɑptɪməm
option,ˈɔpʃən
optional,ˈɔpʃənəl
options,ˈɔpʃənz
or,ər
oracle,ˈɔrəkəl
oral,ˈɔrəl
orange,ˈɔrɪnʤ
orbit,ˈɔrbət
orchestra,ˈɔrkəstrə
order,ˈɔrdər
ordered,ˈɔrdərd
ordering,ˈɔrdərɪŋ
orders,ˈɔrdərz
ordinance,ˈɔrdənəns
ordinary,ˈɔrdəˌnɛri
oregon,ˈɔrəˌgɑn
org,ɔrg
organ,ˈɔrgən
organic,ɔrˈgænɪk
organisation,ˌɔrgənɪˈzeɪʃən
organisations,ˌɔrgənɪˈzeɪʃənz
organised,organised*
organisms,ˈɔrgəˌnɪzəmz
organization,ˌɔrgənəˈzeɪʃən
organizational,ˌɔrgənəˈzeɪʃənəl
organizations,ˌɔrgənəˈzeɪʃənz
organize,ˈɔrgəˌnaɪz
organized,ˈɔrgəˌnaɪzd
organizer,ˈɔrgəˌnaɪzər
organizing,ˈɔrgəˌnaɪzɪŋ
orgasm,ˈɔrgæzəm
orgy,ˈɔrʤi
oriental,ˌɔriˈɛnəl
orientation,ˌɔriɛnˈteɪʃən
oriented,ˈɔriˌɛntɪd
origin,ˈɔrəʤən
original,ərˈɪʤənəl
originally,ərˈɪʤənəli
origins,ˈɔrəʤɪnz
orlando,ɔˈrlænˌdoʊ
orleans,ˌɔˈrlinz
os,ɑs
oscar,ˈɔskər
ot,ˈoʊˈti
other,ˈəðər
others,ˈəðərz
otherwise,ˈəðərˌwaɪz
ottawa,ˈɑtəˌwɑ
ou,u
ought,ɔt
our,ɑr
ours,ɑrz
ourselves,ɑrˈsɛlvz
out,aʊt
outcome,ˈaʊtˌkəm
outcomes,ˈaʊtˌkəmz
outdoor,ˈaʊtˌdɔr
outdoors,ˈaʊtˈdɔrz
outer,ˈaʊtər
outlet,ˈaʊˌtlɛt
outline,ˈaʊˌtlaɪn
outlined,ˈaʊˌtlaɪnd
outlook,ˈaʊˌtlʊk
output,ˈaʊtˌpʊt
outputs,ˈaʊtˌpʊts
outreach,ˈaʊˌtriʧ
outside,ˈaʊtˈsaɪd
outsourcing,ˌaʊtˈsɔrsɪŋ
outstanding,ˌaʊtˈstændɪŋ
oval,ˈoʊvəl
oven,ˈəvən
over,ˈoʊvər
overall,ˈoʊvərˌɔl
overcome,ˈoʊvərˌkəm
overhead,ˈoʊvərˈhɛd
overnight,ˈoʊvərˈnaɪt
overseas,ˈoʊvərˈsiz
overview,ˈoʊvərvˌju
owen,oʊən
own,oʊn
owned,oʊnd
owner,ˈoʊnər
owners,ˈoʊnərz
ownership,ˈoʊnərˌʃɪp
owns,oʊnz
oxford,ˈɑksfərd
oxide,ˈɑkˌsaɪd
oxygen,ˈɑksɪʤən
oz,ɑz
ozone,ˈoʊˌzoʊn
p,pi
pa,pɑ
pac,pæk
pace,peɪs
pacific,pəˈsɪfɪk
pack,pæk
package,ˈpækɪʤ
packages,ˈpækɪʤɪz
packaging,ˈpækɪʤɪŋ
packard,ˈpækərd
packed,pækt
packet,ˈpækɪt
packets,ˈpækɪts
packing,ˈpækɪŋ
packs,pæks
pad,pæd
pads,pædz
page,peɪʤ
pages,ˈpeɪʤɪz
paid,peɪd
pain,peɪn
painful,ˈpeɪnfəl
paint,peɪnt
paintball,ˈpeɪntˌbɑl
painted,ˈpeɪnɪd
painting,ˈpeɪnɪŋ
paintings,ˈpeɪnɪŋz
pair,pɛr
pairs,pɛrz
pakistan,ˈpækɪˌstæn
pal,pæl
palace,ˈpæləs
pale,peɪl
palestine,ˈpæləˌstaɪn
palestinian,ˌpælɪˈstɪniən
palm,pɑm
palmer,ˈpɑmər
pam,pæm
pamela,ˈpæmələ
pan,pæn
panama,ˈpænəˌmɑ
panasonic,ˌpænəˈsɑnɪk
panel,ˈpænəl
panels,ˈpænəlz
panic,ˈpænɪk
panties,ˈpæntiz
pants,pænts
pantyhose,ˈpæntiˌhoʊz
paper,ˈpeɪpər
paperback,ˈpeɪpərˌbæk
paperbacks,ˈpeɪpərˌbæks
papers,ˈpeɪpərz
papua,ˈpæpjuə
par,pɑr
para,ˈpɛrə
parade,pəreɪd
paradise,ˈpɛrəˌdaɪs
paragraph,ˈpɛrəˌgræf
paragraphs,ˈpɛrəˌgræfs
paraguay,ˈpɛrəgˌweɪ
parallel,ˈpɛrəˌlɛl
parameter,pərˈæmətər
parameters,pərˈæmətərz
parcel,ˈpɑrsəl
parent,ˈpɛrənt
parental,pərˈɛntəl
parenting,ˈpɛrəntɪŋ
parents,ˈpɛrənts
paris,ˈpɛrɪs
parish,ˈpɛrɪʃ
park,pɑrk
parker,ˈpɑrkər
parking,ˈpɑrkɪŋ
parks,pɑrks
parliament,ˈpɑrləmɛnt
parliamentary,ˌpɑrləˈmɛntəri
part,pɑrt
partial,ˈpɑrʃəl
partially,ˈpɑrʃəli
participant,pɑrˈtɪsəpənt
participants,pɑrˈtɪsəpənts
participate,pɑrˈtɪsəˌpeɪt
participated,pɑrˈtɪsəˌpeɪtɪd
participating,pɑrˈtɪsəˌpeɪtɪŋ
participation,pɑrˌtɪsəˈpeɪʃən
particle,ˈpɑrtɪkəl
particles,ˈpɑrtɪkəlz
particular,ˌpɑˈtɪkjələr
particularly,ˌpɑrˈtɪkjələrli
parties,ˈpɑrtiz
partition,pɑrˈtɪʃən
partly,ˈpɑrtli
partner,ˈpɑrtnər
partners,ˈpɑrtnərz
partnership,ˈpɑrtnərˌʃɪp
partnerships,ˈpɑrtnərˌʃɪps
parts,pɑrts
party,ˈpɑrti
pas,pɑz
paso,ˈpæsoʊ
pass,pæs
passage,ˈpæsɪʤ
passed,pæst
passenger,ˈpæsənʤər
passengers,ˈpæsənʤərz
passes,ˈpæsɪz
passing,ˈpæsɪŋ
passion,ˈpæʃən
passive,ˈpæsɪv
passport,ˈpæˌspɔrt
password,ˈpæsˌwərd
passwords,ˈpæsˌwərdz
past,pæst
pasta,ˈpɑstə
paste,peɪst
pastor,ˈpæstər
pat,pæt
patch,pæʧ
patches,ˈpæʧɪz
patent,ˈpætənt
patents,ˈpætənts
path,pæθ
pathology,pəˈθɑləʤi
paths,pæθs
patient,ˈpeɪʃənt
patients,ˈpeɪʃənz
patio,ˈpætiˌoʊ
patricia,pəˈtrɪʃə
patrick,ˈpætrɪk
patrol,pəˈtroʊl
pattern,ˈpætərn
patterns,ˈpætərnz
paul,pɔl
pavilion,pəˈvɪljən
paxil,paxil*
pay,peɪ
payable,ˈpeɪəbəl
payday,ˈpeɪˌdeɪ
paying,peɪɪŋ
payment,ˈpeɪmənt
payments,ˈpeɪmənts
paypal,paypal*
payroll,ˈpeɪˌroʊl
pays,peɪz
pb,pb*
pc,ˈpiˈsi
pci,pci*
pcs,ˈpiˈsiz
pct,pct*
pd,pd*
pda,pda*
pdas,pdas*
pdf,pdf*
pdt,pdt*
pe,pe*
peace,pis
peaceful,ˈpisfəl
peak,pik
pearl,pərl
peas,piz
pediatric,ˌpidiˈætrɪk
pee,pi
peeing,piɪŋ
peer,pɪr
peers,pɪrz
pen,pɛn
penalties,ˈpɛnəltiz
penalty,ˈpɛnəlti
pencil,ˈpɛnsəl
pendant,ˈpɛndənt
pending,ˈpɛndɪŋ
penetration,ˌpɛnəˈtreɪʃən
penguin,ˈpɛŋgwən
peninsula,pəˈnɪnsələ
penis,ˈpinɪs
penn,pɛn
pennsylvania,ˌpɛnsəlˈveɪnjə
penny,ˈpɛni
pens,pɛnz
pension,ˈpɛnʃən
pensions,ˈpɛnʃənz
pentium,ˈpɛntiəm
people,ˈpipəl
peoples,ˈpipəlz
pepper,ˈpɛpər
per,pər
perceived,pərˈsivd
percent,pərˈsɛnt
percentage,pərˈsɛnɪʤ
perception,pərˈsɛpʃən
perfect,ˈpərˌfɪkt
perfectly,ˈpərfəktli
perform,pərˈfɔrm
performance,pərˈfɔrməns
performances,pərˈfɔrmənsɪz
performed,pərˈfɔrmd
performer,pərˈfɔrmər
performing,pərˈfɔrmɪŋ
performs,pərˈfɔrmz
perfume,pərfˈjum
perhaps,pərˈhæps
period,ˈpɪriəd
periodic,ˌpɪriˈɑdɪk
periodically,ˌpiriˈɑdɪkəli
periods,ˈpɪriədz
peripheral,pərˈɪfərəl
peripherals,pərˈɪfərəlz
perl,pərl
permalink,permalink*
permanent,ˈpərmɑˌnɛnt
permission,pərˈmɪʃən
permissions,pərˈmɪʃənz
permit,ˈpərˌmɪt
permits,ˈpərˌmɪts
permitted,pərˈmɪtɪd
perry,ˈpɛri
persian,ˈpərʒən
persistent,pərˈsɪstənt
person,ˈpərsən
personal,ˈpərsɪnəl
personality,ˌpərsəˈnælɪti
personalized,ˈpərsənəˌlaɪzd
personally,ˈpərsənəli
personals,ˈpərsɪnɪlz
personnel,ˌpərsəˈnɛl
persons,ˈpərsənz
perspective,pərˈspɛktɪv
perspectives,pərˈspɛktɪvz
perth,pərθ
peru,pəru
pest,pɛst
pet,pɛt
pete,pit
peter,ˈpitər
petersburg,ˈpitərzbərg
peterson,ˈpitərsən
petite,pəˈtit
petition,pəˈtɪʃən
petroleum,pəˈtroʊliəm
pets,pɛts
pf,pf*
pg,pg*
pgp,pgp*
ph,ˈpiˈeɪʧ
phantom,ˈfænəm
pharmaceutical,ˌfɑrməˈsutɪkəl
pharmaceuticals,ˌfɑrməˈsutɪkəlz
pharmacies,ˈfɑrməsiz
pharmacology,ˌfɑrməˈkɑləʤi
pharmacy,ˈfɑrməsi
phase,feɪz
phases,ˈfeɪzɪz
phd,ˈpiˌeɪʧˈdi
phenomenon,fəˈnɑməˌnɑn
phentermine,phentermine*
phi,faɪ
phil,fɪl
philadelphia,ˌfɪləˈdɛlfiə
philip,ˈfɪlɪp
philippines,ˈfɪləˌpinz
philips,ˈfɪlɪps
phillips,ˈfɪlɪps
philosophy,fəˈlɑsəfi
phoenix,ˈfinɪks
phone,foʊn
phones,foʊnz
photo,ˈfoʊˌtoʊ
photograph,ˈfoʊtəˌgræf
photographer,fəˈtɑgrəfər
photographers,fəˈtɑgrəfərz
photographic,ˌfoʊtəˈgræfɪk
photographs,ˈfoʊtəˌgræfs
photography,fəˈtɑgrəfi
photos,ˈfoʊˌtoʊz
photoshop,ˈfoʊˌtoʊˌʃɑp
php,php*
phpbb,phpbb*
phrase,freɪz
phrases,ˈfreɪzɪz
phys,phys*
physical,ˈfɪzɪkəl
physically,ˈfɪzɪkəli
physician,fəˈzɪʃən
physicians,fɪˈzɪʃənz
physics,ˈfɪzɪks
physiology,ˌfɪziˈɑləʤi
pi,paɪ
piano,piˈænə
pic,pɪk
pichunter,pichunter*
pick,pɪk
picked,pɪkt
picking,ˈpɪkɪŋ
picks,pɪks
pickup,ˈpɪˌkəp
picnic,ˈpɪkˌnɪk
pics,pics*
picture,ˈpɪkʧər
pictures,ˈpɪkʧərz
pie,paɪ
piece,pis
pieces,ˈpisɪz
pierce,pɪrs
pierre,piɛr
pig,pɪg
pike,paɪk
pill,pɪl
pillow,ˈpɪloʊ
pills,pɪlz
pilot,ˈpaɪlət
pin,pɪn
pine,paɪn
ping,pɪŋ
pink,pɪŋk
pins,pɪnz
pioneer,ˌpaɪəˈnɪr
pipe,paɪp
pipeline,ˈpaɪˌplaɪn
pipes,paɪps
pirates,ˈpaɪrəts
piss,pɪs
pissing,ˈpɪˌsɪŋ
pit,pɪt
pitch,pɪʧ
pittsburgh,ˈpɪtsbərg
pix,pɪks
pixel,ˈpɪksəl
pixels,ˈpɪksəlz
pizza,ˈpitsə
pj,pj*
pk,pk*
pl,pl*
place,pleɪs
placed,pleɪst
placement,ˈpleɪsmənt
places,ˈpleɪsɪz
placing,ˈpleɪsɪŋ
plain,pleɪn
plains,pleɪnz
plaintiff,ˈpleɪnəf
plan,plæn
plane,pleɪn
planes,pleɪnz
planet,ˈplænət
planets,ˈplænəts
planned,plænd
planner,ˈplænər
planners,ˈplænərz
planning,ˈplænɪŋ
plans,plænz
plant,plænt
plants,plænts
plasma,ˈplæzmə
plastic,ˈplæstɪk
plastics,ˈplæstɪks
plate,pleɪt
plates,pleɪts
platform,ˈplætˌfɔrm
platforms,ˈplætˌfɔrmz
platinum,ˈplætənəm
play,pleɪ
playback,ˈpleɪˌbæk
playboy,ˈpleɪˌbɔɪ
played,pleɪd
player,pleɪər
players,pleɪərz
playing,pleɪɪŋ
playlist,playlist*
plays,pleɪz
playstation,ˈpleɪˌsteɪʃən
plaza,ˈplɑzə
plc,plc*
pleasant,ˈplɛzənt
please,pliz
pleased,plizd
pleasure,ˈplɛʒər
pledge,plɛʤ
plenty,ˈplɛnti
plot,plɑt
plots,plɑts
plug,pləg
plugin,plugin*
plugins,plugins*
plumbing,ˈpləmɪŋ
plus,pləs
plymouth,ˈplɪməθ
pm,piɛm
pmc,pmc*
pmid,pmid*
pn,pn*
po,poʊ
pocket,ˈpɑkət
pockets,ˈpɑkəts
pod,pɑd
podcast,ˈpɔdˌkæst
podcasts,podcasts*
poem,poʊəm
poems,poʊəmz
poet,poʊət
poetry,ˈpoʊətri
point,pɔɪnt
pointed,ˈpɔɪntɪd
pointer,ˈpɔɪntər
pointing,ˈpɔɪntɪŋ
points,pɔɪnts
pokemon,pokemon*
poker,ˈpoʊkər
poland,ˈpoʊlənd
polar,ˈpoʊlər
pole,poʊl
police,pəˈlis
policies,ˈpɑləsiz
policy,ˈpɑləsi
polish,ˈpɑlɪʃ
polished,ˈpɑlɪʃt
political,pəˈlɪtɪkəl
politicians,ˌpɑləˈtɪʃənz
politics,ˈpɑləˌtɪks
poll,poʊl
polls,poʊlz
pollution,pəˈluʃən
polo,ˈpoʊloʊ
poly,ˈpɑli
polyester,ˌpɑˌliˈɛstər
polymer,ˈpɑləmər
polyphonic,ˌpɑˌlɪˈfɑnɪk
pond,pɑnd
pontiac,ˈpɑntiˌæk
pool,pul
pools,pulz
poor,pur
pop,pɑp
pope,poʊp
popular,ˈpɑpjələr
popularity,ˌpɑpjəˈlɛrəti
population,ˌpɑpjəˈleɪʃən
populations,ˌpɑpjəˈleɪʃənz
por,pɔr
porcelain,ˈpɔrsələn
pork,pɔrk
porn,pɔrn
porno,ˈpɔrnoʊ
porsche,ˈpɔrʃə
port,pɔrt
portable,ˈpɔrtəbəl
portal,ˈpɔrtəl
porter,ˈpɔrtər
portfolio,pɔrtˈfoʊliˌoʊ
portion,ˈpɔrʃən
portions,ˈpɔrʃənz
portland,ˈpɔrtlənd
portrait,ˈpɔrtrət
portraits,ˈpɔrtrəts
ports,pɔrts
portsmouth,ˈpɔrtsməθ
portugal,ˈpɔrʧəgəl
portuguese,ˈpɔrʧəˌgiz
pos,ˈpiˈoʊˈɛs
pose,poʊz
posing,ˈpoʊzɪŋ
position,pəˈzɪʃən
positioning,pəˈzɪʃənɪŋ
positions,pəˈzɪʃənz
positive,ˈpɑzətɪv
possess,pəˈzɛs
possession,pəˈzɛʃən
possibilities,ˌpɑsəˈbɪlətiz
possibility,ˌpɑsəˈbɪləˌti
possible,ˈpɑsəbəl
possibly,ˈpɑsəbli
post,poʊst
postage,ˈpoʊstɪʤ
postal,ˈpoʊstəl
postcard,ˈpoʊˌskɑrd
postcards,ˈpoʊˌskɑrdz
posted,ˈpoʊstɪd
poster,ˈpoʊstər
posters,ˈpoʊstərz
posting,ˈpoʊstɪŋ
postings,ˈpoʊstɪŋz
postposted,postposted*
posts,poʊsts
pot,pɑt
potato,pəˈteɪˌtoʊ
potatoes,pəˈteɪtoʊz
potential,pəˈtɛnʃəl
potentially,pəˈtɛnʃəli
potter,ˈpɑtər
pottery,ˈpɑtəri
poultry,ˈpoʊltri
pound,paʊnd
pounds,paʊnz
pour,pɔr
poverty,ˈpɑvərti
powder,ˈpaʊdər
powell,ˈpɑwɛl
power,paʊər
powered,paʊərd
powerful,ˈpaʊərfəl
powerpoint,ˈpaʊərˌpɔɪnt
powers,paʊərz
powerseller,powerseller*
pp,pp*
ppc,ppc*
ppm,ppm*
pr,pr*
practical,ˈpræktɪkəl
practice,ˈpræktɪs
practices,ˈpræktɪsɪz
practitioner,prækˈtɪʃənər
practitioners,prækˈtɪʃənərz
prague,prɑg
prairie,ˈprɛri
praise,preɪz
pray,preɪ
prayer,prɛr
prayers,prɛrz
pre,pri
preceding,priˈsidɪŋ
precious,ˈprɛʃəs
precipitation,prɪˌsɪpɪˈteɪʃən
precise,prɪˈsaɪs
precisely,prɪˈsaɪsli
precision,priˈsɪʒən
predict,prɪˈdɪkt
predicted,prɪˈdɪktɪd
prediction,priˈdɪkʃən
predictions,priˈdɪkʃənz
prefer,prɪˈfər
preference,ˈprɛfərəns
preferences,ˈprɛfərənsɪz
preferred,prɪˈfərd
prefers,prɪˈfərz
prefix,ˈprifɪks
pregnancy,ˈprɛgnənsi
pregnant,ˈprɛgnənt
preliminary,prɪˈlɪməˌnɛri
premier,prɛˈmɪr
premiere,prɛˈmɪr
premises,ˈprɛməsəz
premium,ˈprimiəm
prep,prɛp
prepaid,priˈpeɪd
preparation,ˌprɛpərˈeɪʃən
prepare,priˈpɛr
prepared,priˈpɛrd
preparing,pərˈpɛrɪŋ
prerequisite,priˈrɛkwəzət
prescribed,priˈskraɪbd
prescription,prəˈskrɪpʃən
presence,ˈprɛzəns
present,ˈprɛzənt
presentation,ˌprɛzənˈteɪʃən
presentations,ˌprɛzənˈteɪʃənz
presented,pərˈzɛnəd
presenting,prɪˈzɛntɪŋ
presently,ˈprɛzəntli
presents,ˈprɛzənts
preservation,ˌprɛzərˈveɪʃən
preserve,prɪˈzərv
president,ˈprɛzɪdənt
presidential,ˌprɛzɪˈdɛnʃəl
press,prɛs
pressed,prɛst
pressing,ˈprɛsɪŋ
pressure,ˈprɛʃər
preston,ˈprɛstən
pretty,ˈprɪti
prev,prev*
prevent,prɪˈvɛnt
preventing,prɪˈvɛnɪŋ
prevention,priˈvɛnʃən
preview,ˈprivˌju
previews,ˈprivˌjuz
previous,ˈpriviəs
previously,ˈpriviəsli
price,praɪs
priced,praɪst
prices,ˈpraɪsɪz
pricing,ˈpraɪsɪŋ
pride,praɪd
priest,prist
primarily,praɪˈmɛrəli
primary,ˈpraɪˌmɛri
prime,praɪm
prince,prɪns
princess,ˈprɪnsɛs
princeton,ˈprɪnstən
principal,ˈprɪnsəpəl
principle,ˈprɪnsəpəl
principles,ˈprɪnsəpəlz
print,prɪnt
printable,ˈprɪntəbəl
printed,ˈprɪnɪd
printer,ˈprɪnər
printers,ˈprɪnərz
printing,ˈprɪnɪŋ
prints,prɪnts
prior,praɪər
priorities,praɪˈɔrətiz
priority,praɪˈɔrəti
prison,ˈprɪzən
prisoner,ˈprɪzənər
prisoners,ˈprɪzənərz
privacy,ˈpraɪvəsi
private,ˈpraɪvət
privilege,ˈprɪvɪlɪʤ
privileges,ˈprɪvɪˌlɪʤɪz
prix,pri
prize,praɪz
prizes,ˈpraɪzɪz
pro,proʊ
probability,ˌprɑbəˈbɪləˌti
probably,ˈprɑbəˌbli
probe,proʊb
problem,ˈprɑbləm
problems,ˈprɑbləmz
proc,proc*
procedure,prəˈsiʤər
procedures,prəˈsiʤərz
proceed,pərˈsid
proceeding,prəˈsidɪŋ
proceedings,prəˈsidɪŋz
proceeds,prəˈsidz
process,ˈprɔˌsɛs
processed,ˈprɑsɛst
processes,ˈprɑsɛsəz
processing,ˈprɑsɛsɪŋ
processor,ˈprɑˌsɛsər
processors,ˈprɑˌsɛsərz
procurement,proʊˈkjʊrmənt
produce,ˈproʊdus
produced,prəˈdust
producer,prəˈdusər
producers,prəˈdusərz
